time,latitude,longitude,depth,magnitude,place
1716356952684,0.1267,123.6754,127.916,5.0,"81 km ESE of Gorontalo, Indonesia"
1716356059975,2.5123,-79.0178,10.0,5.0,"63 km W of Mosquera, Colombia"
1716289793344,-54.9581,-129.7333,10.0,5.3,Pacific-Antarctic Ridge
1716285043066,-12.0892,167.2764,248.263,5.4,"199 km N of Sola, Vanuatu"
1716280316954,-2.2033,138.2031,22.062,5.3,"261 km ESE of Biak, Indonesia"
1716279670007,-21.9443,-68.479,106.413,5.0,"72 km NE of Calama, Chile"
1716262559152,-6.3098,147.3092,57.0,5.7,"57 km NE of Lae, Papua New Guinea"
1716259390935,-3.7141,-79.6819,84.173,5.1,"3 km S of Piñas, Ecuador"
1716251979428,26.1908,141.52,59.788,5.4,"Bonin Islands, Japan region"
1716249230675,-14.9188,-70.2464,227.361,5.1,"5 km WSW of Azángaro, Peru"
1716234135945,-8.9412,112.6283,88.44,5.0,"81 km S of Dampit, Indonesia"
1716181823334,40.1736,76.9561,29.068,5.1,"113 km NE of Kashgar, China"
1716159183215,-57.7049,-25.2221,36.265,5.0,South Sandwich Islands region
1716143404343,-6.371,147.2559,64.474,5.3,"48 km NE of Lae, Papua New Guinea"
1716117676140,52.2022,-170.8786,36.247,5.0,"159 km WSW of Nikolski, Alaska"
1716111581881,17.58,-104.5705,10.0,5.2,"148 km SW of La Placita de Morelos, Mexico"
1716111324660,52.0681,-170.9122,28.0,6.0,"169 km SW of Nikolski, Alaska"
1716085881777,85.2392,12.0151,10.0,5.5,north of Svalbard
1716076661081,-55.8986,-123.3012,10.0,5.9,southern East Pacific Rise
1716041083532,-3.8452,152.1304,4.0,5.7,"39 km N of Rabaul, Papua New Guinea"
1716013569996,3.838,122.9135,524.072,5.5,"267 km SSE of Tabiauan, Philippines"
1716001615445,-14.5083,94.82,10.0,5.2,South Indian Ocean
1715996510785,-59.8411,-26.2402,47.108,5.0,South Sandwich Islands region
1715979506824,-29.1155,-178.5347,191.0,5.8,"Kermadec Islands, New Zealand"
1715844560203,-20.6355,-178.6315,577.572,5.0,Fiji region
1715841096942,-3.8178,151.52,10.0,5.4,"82 km WNW of Rabaul, Papua New Guinea"
1715836434223,-14.3351,-76.14,35.0,5.2,"49 km WSW of Santiago, Peru"
1715831281274,-7.1123,148.4382,10.0,5.2,"89 km SE of Finschhafen, Papua New Guinea"
1715811259887,-26.3976,-11.3766,10.0,5.3,southern Mid-Atlantic Ridge
1715805517785,-36.7925,78.5648,10.0,5.2,Mid-Indian Ridge
1715755559912,-18.2071,-174.3255,109.032,5.0,"61 km NW of Neiafu, Tonga"
1715737264229,-28.1438,-177.2764,71.129,5.1,Kermadec Islands region
1715733011410,19.2698,-67.4235,7.0,5.6,"92 km NNW of San Antonio, Puerto Rico"
1715706948751,-5.6475,150.1558,121.182,5.6,"10 km S of Kimbe, Papua New Guinea"
1715704974251,-54.8177,-129.4015,10.0,5.1,Pacific-Antarctic Ridge
1715701431877,-54.8458,-129.5199,10.0,5.1,Pacific-Antarctic Ridge
1715699368296,-54.7488,-129.3987,10.0,5.3,Pacific-Antarctic Ridge
1715699279923,-54.8785,-129.1774,10.0,5.6,Pacific-Antarctic Ridge
1715674270486,-8.2223,115.9724,22.776,5.3,"15 km NNW of Gili Trawangan, Indonesia"
1715603555961,-5.7461,148.6439,173.22,5.2,"112 km WNW of Kandrian, Papua New Guinea"
1715591929451,-35.3881,-73.2882,10.0,5.2,"79 km W of Constitución, Chile"
1715568419932,-3.9577,-103.7629,10.0,5.3,central East Pacific Rise
1715560093427,0.9271,123.8264,274.091,5.3,"85 km NW of Modisi, Indonesia"
1715559889483,-11.6074,165.2327,10.0,5.1,"115 km SSW of Lata, Solomon Islands"
1715539402490,-31.4942,-178.4799,40.0,5.8,Kermadec Islands region
1715513952718,14.4264,-92.4617,61.91,6.4,"28 km WSW of Brisas Barra de Suchiate, Mexico"
1715484380091,-30.039,-177.9539,50.745,5.4,"Kermadec Islands, New Zealand"
1715452024310,-15.107,168.0905,10.0,5.1,"109 km ENE of Luganville, Vanuatu"
1715388436033,41.6969,144.3234,11.196,5.0,"107 km SE of Hiroo, Japan"
1715341721811,-5.1446,151.8374,42.0,5.6,"100 km SSW of Kokopo, Papua New Guinea"
1715327118196,24.1885,121.9049,11.296,5.8,"38 km NE of Hualien City, Taiwan"
1715224127801,-15.1826,168.0865,10.0,5.0,"106 km ENE of Luganville, Vanuatu"
1715169099375,-15.1049,168.1397,10.0,5.2,"114 km ENE of Luganville, Vanuatu"
1715166380114,-15.2961,168.1203,10.0,5.4,"105 km ENE of Luganville, Vanuatu"
1715162458595,-21.3768,-68.3443,106.573,5.2,"19 km SSW of Ollagüe, Chile"
1715156235894,-15.1324,168.0214,19.175,6.1,"101 km ENE of Luganville, Vanuatu"
1715124504730,-41.3806,-86.576,10.0,5.0,West Chile Rise
1715092498484,-59.4499,-17.9081,10.0,5.6,east of the South Sandwich Islands
1715087576228,5.729,124.6392,50.41,5.0,"25 km SSW of Maan, Philippines"
1715068983382,11.3088,125.7334,68.686,5.0,"12 km E of Hernani, Philippines"
1715068557549,-57.5818,-26.0531,83.706,5.1,South Sandwich Islands region
1714993917375,68.0292,-177.6346,9.293,5.3,"201 km NNE of Egvekinot, Russia"
1714989165587,23.7307,121.5574,28.949,5.2,"27 km S of Hualien City, Taiwan"
1714988730649,23.7213,121.5958,23.605,5.6,"28 km S of Hualien City, Taiwan"
1714977030333,-20.839,-68.8906,106.109,5.0,"78 km WNW of Ollagüe, Chile"
1714957120717,-6.181,-106.6618,10.0,5.0,central East Pacific Rise
1714941431921,-3.3053,130.9364,10.0,5.5,"157 km WSW of Fakfak, Indonesia"
1714933991021,-3.3167,130.9618,16.0,6.1,"154 km WSW of Fakfak, Indonesia"
1714929175540,-6.0021,-106.8918,10.0,5.4,central East Pacific Rise
1714923624294,-5.8783,146.7752,123.323,5.1,"96 km NNW of Lae, Papua New Guinea"
1714919658913,-58.4609,-25.6943,87.087,5.2,South Sandwich Islands region
1714899490081,-5.7715,147.4516,130.507,5.3,"97 km NNW of Finschhafen, Papua New Guinea"
1714897666474,52.9219,-163.8153,10.0,5.2,"187 km SE of Akutan, Alaska"
1714893220018,-19.3137,-175.9129,10.0,5.7,"172 km WNW of Pangai, Tonga"
1714889737730,-29.411,-178.6893,209.376,5.2,"Kermadec Islands, New Zealand"
1714887864286,10.9361,141.3275,45.449,5.5,"156 km NE of Fais, Micronesia"
1714883897613,-13.4343,-71.604,10.0,5.0,"11 km SE of Colquepata, Peru"
1714801955611,-1.1369,-14.245,10.0,5.4,north of Ascension Island
1714792661382,-14.611,167.2938,158.584,5.2,"53 km NNE of Port-Olry, Vanuatu"
1714776458829,-5.6237,154.2572,150.623,5.1,"156 km WNW of Panguna, Papua New Guinea"
1714758545731,-55.5278,-26.8044,10.0,5.1,South Sandwich Islands region
1714735229784,-55.8752,-27.7291,122.674,5.1,South Sandwich Islands region
1714731383573,10.8644,125.3349,10.208,5.7,"27 km SSW of Balangiga, Philippines"
1714705409140,48.7806,-128.7293,10.0,5.0,"210 km WSW of Tofino, Canada"
1714693022232,-33.0859,-179.1077,10.0,5.1,south of the Kermadec Islands
1714636947145,-55.5137,-26.9201,10.0,5.2,South Sandwich Islands region
1714633851400,52.0509,-169.3645,18.33,5.4,"104 km SSW of Nikolski, Alaska"
1714633585519,51.9797,-169.3393,12.901,5.3,"111 km SSW of Nikolski, Alaska"
1714633307605,51.9779,-169.2887,10.0,5.1,"110 km SSW of Nikolski, Alaska"
1714633080553,52.1554,-169.4615,13.892,5.5,"96 km SSW of Nikolski, Alaska"
1714631794184,-55.8566,-27.0254,27.298,5.2,South Sandwich Islands region
1714629232974,-55.6383,-27.089,34.778,5.0,South Sandwich Islands region
1714616170215,-13.5527,-72.4815,10.0,5.1,"28 km WNW of Chinchaypujio, Peru"
1714607125544,-5.8025,151.0714,29.0,5.8,"107 km ESE of Kimbe, Papua New Guinea"
1714547574271,-62.2182,-56.2735,10.0,5.0,South Shetland Islands
1714526690530,-21.4461,-68.9993,101.655,5.0,"81 km WSW of Ollagüe, Chile"
1714499470531,13.7994,-58.4107,9.635,5.1,"136 km NE of Crane, Barbados"
1714487439343,-55.7099,-27.0196,11.0,5.5,South Sandwich Islands region
1714485160877,2.2997,126.767,20.048,5.3,"151 km WNW of Tobelo, Indonesia"
1714476298141,-24.9666,179.841,511.078,5.4,south of the Fiji Islands
1714462085260,-20.1918,-173.4472,10.0,5.1,"103 km ESE of Pangai, Tonga"
1714434134279,16.2436,-93.383,131.492,5.1,"5 km WNW of Francisco Villa, Mexico"
1714397618920,-14.1367,170.6052,10.0,5.2,Vanuatu region
1714308953000,-21.8399,-176.6362,172.014,5.2,"156 km WSW of Houma, Tonga"
1714264638319,15.753,39.7214,10.0,5.0,"30 km ENE of Massawa, Eritrea"
1714235390643,-8.005,107.2798,59.701,6.1,"91 km S of Banjar, Indonesia"
1714206934207,27.8209,139.6186,496.0,6.5,"Bonin Islands, Japan region"
1714205064902,-37.1466,78.1288,10.0,5.1,Mid-Indian Ridge
1714182261447,-36.9042,78.2152,10.0,5.3,Mid-Indian Ridge
1714182225495,-37.332,78.1007,10.0,5.3,Mid-Indian Ridge
1714173793281,-37.174,78.0321,10.0,5.3,Mid-Indian Ridge
1714170216979,-37.0467,78.1694,10.0,5.8,Mid-Indian Ridge
1714157369534,24.2394,121.6724,40.475,5.2,"29 km NNE of Hualien City, Taiwan"
1714155683639,24.1531,121.6724,37.767,5.7,"20 km NNE of Hualien City, Taiwan"
1714148741085,-10.0577,160.4903,35.0,5.1,"91 km SE of Honiara, Solomon Islands"
1714138996503,-10.4664,115.0966,10.0,5.0,"184 km S of Nusa Dua, Indonesia"
1714100191420,-55.2848,-29.0154,24.782,5.0,South Sandwich Islands region
1714036143076,14.5517,146.8815,10.0,5.1,"141 km ESE of Saipan, Northern Mariana Islands"
1714021656867,-31.3001,-179.3193,179.306,5.4,Kermadec Islands region
1714018815583,7.7252,127.1182,10.0,5.0,"62 km E of Kinablangan, Philippines"
1713982336908,24.0007,122.2704,27.095,5.3,"67 km E of Hualien City, Taiwan"
1713982316126,23.9696,122.2944,35.376,5.1,"70 km E of Hualien City, Taiwan"
1713958807440,36.4232,140.5874,54.976,5.1,"5 km SSE of Funaishikawa, Japan"
1713943330132,28.7426,142.5733,10.0,5.3,"Bonin Islands, Japan region"
1713938012652,-18.8438,-175.6555,231.76,5.4,"172 km NW of Fangale’ounga, Tonga"
1713936478273,-29.9475,-177.9032,50.038,5.2,"Kermadec Islands, New Zealand"
1713921833688,-22.7802,171.6734,8.0,5.4,southeast of the Loyalty Islands
1713921642573,7.5347,-82.372,10.0,5.4,"77 km SSW of Boca Chica, Panama"
1713886805052,38.1706,-30.8499,17.609,5.2,"136 km SSE of Lajes das Flores, Portugal"
1713877539445,50.1036,-28.9506,10.0,5.0,northern Mid-Atlantic Ridge
1713876911681,20.1109,121.3468,22.369,5.3,"75 km WSW of Basco, Philippines"
1713873610673,-12.756,166.3927,56.231,5.0,"176 km NW of Sola, Vanuatu"
1713859153265,-6.0821,147.2213,89.417,5.0,"75 km NNE of Lae, Papua New Guinea"
1713838859665,23.8243,121.6339,10.0,5.1,"17 km S of Hualien City, Taiwan"
1713831062519,23.8813,121.6078,16.257,5.0,"10 km S of Hualien City, Taiwan"
1713830645246,23.7794,121.6664,12.0,5.8,"22 km SSE of Hualien City, Taiwan"
1713821498398,23.777,121.6532,8.991,5.4,"22 km SSE of Hualien City, Taiwan"
1713821071124,23.6968,121.6096,8.497,5.1,"31 km S of Hualien City, Taiwan"
1713820775721,23.7371,121.6109,9.426,5.3,"26 km S of Hualien City, Taiwan"
1713819861907,23.6611,121.592,5.83,5.4,"35 km S of Hualien City, Taiwan"
1713818997856,23.6539,121.6164,17.0,5.5,"35 km S of Hualien City, Taiwan"
1713816186819,23.7626,121.6869,8.839,5.2,"25 km SSE of Hualien City, Taiwan"
1713813593318,23.7865,121.6574,8.683,5.0,"21 km SSE of Hualien City, Taiwan"
1713810768439,23.8586,121.5662,10.0,6.1,"13 km SSW of Hualien City, Taiwan"
1713810412852,23.7141,121.6599,9.0,6.1,"29 km S of Hualien City, Taiwan"
1713795609372,23.716,121.618,8.222,5.0,"28 km S of Hualien City, Taiwan"
1713795082980,23.7259,121.5781,8.0,5.8,"27 km S of Hualien City, Taiwan"
1713791620535,23.6479,121.554,10.0,5.1,"36 km S of Hualien City, Taiwan"
1713788569933,11.0226,138.6943,10.0,5.4,"178 km NNE of Colonia, Micronesia"
1713786335666,23.6672,121.573,10.0,5.1,"34 km S of Hualien City, Taiwan"
1713786240447,23.7275,121.5713,21.887,5.0,"27 km S of Hualien City, Taiwan"
1713786013386,10.9533,138.7035,10.0,5.2,"171 km NNE of Colonia, Micronesia"
1713785677074,23.6047,121.6214,10.0,5.2,"41 km S of Hualien City, Taiwan"
1713785156268,23.6617,121.5571,10.0,5.0,"35 km S of Hualien City, Taiwan"
1713784391313,23.7355,121.6162,10.0,5.1,"26 km S of Hualien City, Taiwan"
1713784293022,-8.8902,111.2844,35.0,5.3,"101 km SSW of Trenggalek, Indonesia"
1713784248733,-8.9573,111.2888,54.28,5.1,"107 km SSW of Trenggalek, Indonesia"
1713783030590,23.7053,121.6282,10.0,5.6,"30 km S of Hualien City, Taiwan"
1713782946722,23.7229,121.6381,10.0,5.0,"28 km S of Hualien City, Taiwan"
1713782781461,23.6225,121.6563,10.0,5.3,"39 km S of Hualien City, Taiwan"
1713777361385,23.8125,121.4665,27.828,5.2,"23 km SW of Hualien City, Taiwan"
1713777130590,23.808,121.5579,10.0,5.1,"19 km SSW of Hualien City, Taiwan"
1713776919851,23.6939,121.5925,16.265,5.2,"31 km S of Hualien City, Taiwan"
1713726314633,18.2634,-105.6276,10.0,5.4,"142 km SSW of Emiliano Zapata, Mexico"
1713700756820,-31.6851,-178.7399,46.324,5.1,Kermadec Islands region
1713681439558,64.5409,-17.5954,10.0,5.3,"119 km WNW of Höfn, Iceland"
1713667255589,23.4701,121.631,28.583,5.1,"56 km S of Hualien City, Taiwan"
1713584544412,17.0523,145.3641,489.707,5.0,"207 km NNW of Saipan, Northern Mariana Islands"
1713524439955,-1.1823,-24.4482,10.0,5.4,central Mid-Atlantic Ridge
1713518280874,-21.9186,170.8691,87.0,5.7,southeast of the Loyalty Islands
1713493396270,-24.5403,-176.7015,10.0,5.2,south of the Fiji Islands
1713462002062,33.5041,81.7676,10.0,5.1,western Xizang
1713453150391,25.7087,-110.7948,10.0,5.6,"64 km ESE of Loreto, Mexico"
1713453085596,39.9894,35.9451,16.0,5.6,"11 km W of Sulusaray, Turkey"
1713432551969,22.7438,143.3267,62.0,5.4,"Volcano Islands, Japan region"
1713428773393,-43.6941,-16.0988,10.0,5.2,southern Mid-Atlantic Ridge
1713425979658,26.2783,-110.56,10.0,5.2,"84 km ENE of Loreto, Mexico"
1713420364909,50.2411,-129.9156,10.0,5.1,"204 km WSW of Port McNeill, Canada"
1713389507788,-21.2737,-177.8682,387.775,5.4,"266 km W of Houma, Tonga"
1713388914614,11.1271,-85.3325,154.0,5.5,"20 km ESE of Cárdenas, Nicaragua"
1713363286694,33.2503,132.3647,32.0,6.3,"18 km W of Uwajima, Japan"
1713341082182,-62.8511,148.4495,10.0,5.0,Balleny Islands region
1713318314861,26.1567,-110.4997,10.0,5.0,"86 km E of Loreto, Mexico"
1713308484137,11.3815,92.9599,57.532,5.0,"39 km SE of Port Blair, India"
1713283575536,9.6873,126.2537,51.666,5.0,"17 km ESE of Union, Philippines"
1713279535527,12.9353,145.4323,9.219,5.4,"83 km ESE of Inarajan Village, Guam"
1713254200597,-14.8116,168.0105,10.0,5.0,"104 km ENE of Port-Olry, Vanuatu"
1713220736828,29.4397,131.7622,7.556,5.9,"147 km SE of Koshima, Japan"
1713177808500,-5.2266,151.892,71.991,5.4,"106 km SSW of Kokopo, Papua New Guinea"
1713128188201,-5.8565,151.0953,49.0,6.5,"111 km ESE of Kimbe, Papua New Guinea"
1713072527416,7.6417,-37.1742,10.0,5.3,central Mid-Atlantic Ridge
1713026455412,2.1044,126.6086,39.341,5.0,"161 km WNW of Tobelo, Indonesia"
1713021438773,-49.031,121.3854,10.0,5.0,western Indian-Antarctic Ridge
1713005222842,-15.0413,-173.0667,10.0,5.4,"127 km NE of Hihifo, Tonga"
1712991224360,-42.1381,88.8361,10.0,5.0,southeast Indian Ridge
1712989595031,2.226,126.6873,38.856,5.2,"157 km WNW of Tobelo, Indonesia"
1712987079593,33.5479,81.8672,10.0,5.5,western Xizang
1712937555269,-10.2257,161.0159,20.0,5.8,"102 km WNW of Kirakira, Solomon Islands"
1712912417560,28.279,129.2805,53.889,5.0,"5 km ESE of Uken, Japan"
1712856846488,3.6958,126.7665,45.378,5.0,"237 km SE of Sarangani, Philippines"
1712806437207,7.6449,126.1637,10.0,5.2,"5 km NE of Bantacan, Philippines"
1712796427145,-38.6965,78.1286,10.0,5.0,Mid-Indian Ridge
1712766017869,11.8705,125.841,9.55,5.2,"42 km E of Sulat, Philippines"
1712763222660,-17.2602,-68.4861,203.694,5.0,"60 km W of Patacamaya, Bolivia"
1712760977074,41.9596,82.6648,8.0,5.4,"34 km NW of Kuqa, China"
1712746659261,41.8952,82.4218,10.0,5.0,"46 km WNW of Kuqa, China"
1712735862427,-38.8374,47.1158,10.0,5.1,Southwest Indian Ridge
1712671625932,28.049,100.2389,30.53,5.0,"48 km WNW of Yongning, China"
1712656079810,2.6982,127.0624,22.0,6.4,"150 km NW of Tobelo, Indonesia"
1712621045827,-1.585,134.4849,10.0,5.5,"35 km ESE of Ransiki, Indonesia"
1712620972078,-1.6951,134.4237,6.66,5.9,"34 km SE of Ransiki, Indonesia"
1712609882763,-16.4488,-172.869,38.64,5.2,"113 km ESE of Hihifo, Tonga"
1712545817316,-30.7975,-178.4494,109.823,5.1,"Kermadec Islands, New Zealand"
1712539529592,31.6565,131.3933,50.529,5.1,"6 km NNE of Nichinan, Japan"
1712522878649,41.8492,82.1566,10.0,5.0,"65 km WNW of Kuqa, China"
1712512172447,13.8143,-88.9836,193.139,5.0,"2 km S of Tenancingo, El Salvador"
1712511978442,-6.5495,103.9286,38.777,5.0,"192 km SW of Bandar Lampung, Indonesia"
1712501836495,-8.9592,118.6205,10.0,5.0,"49 km SSE of Dompu, Indonesia"
1712479577940,41.8956,82.2688,10.0,5.1,"58 km WNW of Kuqa, China"
1712474706984,-6.3877,149.2718,47.071,5.1,"36 km WSW of Kandrian, Papua New Guinea"
1712467422813,-59.4196,-17.7451,10.0,5.4,east of the South Sandwich Islands
1712457518496,-21.9779,170.2167,19.63,5.0,"246 km E of Tadine, New Caledonia"
1712406342820,-4.0281,142.903,63.264,5.0,"22 km NNE of Ambunti, Papua New Guinea"
1712400432076,23.86,121.6946,29.453,5.2,"15 km SE of Hualien City, Taiwan"
1712391870650,-3.277,138.2881,65.268,5.0,"251 km N of Agats, Indonesia"
1712385074740,-3.9245,-102.9724,10.0,5.1,central East Pacific Rise
1712370562577,27.1432,103.4715,10.0,5.0,"30 km SW of Zhaotong, China"
1712367469290,23.6327,122.0266,10.0,5.0,"57 km SE of Hualien City, Taiwan"
1712362337749,40.8775,143.2258,26.386,5.4,"141 km S of Honchō, Japan"
1712349133197,-18.147,-174.4561,114.688,5.6,"74 km NW of Neiafu, Tonga"
1712321138655,26.4924,96.9139,69.136,5.7,"33 km NNE of Sarupathar, India"
1712314996357,19.1103,145.3659,222.0,6.8,"Maug Islands region, Northern Mariana Islands"
1712307715258,15.2716,-93.6043,77.926,5.0,"48 km WSW of El Palmarcito, Mexico"
1712292651121,24.0787,121.684,20.304,5.0,"13 km NE of Hualien City, Taiwan"
1712284202555,14.9227,-44.9831,10.0,5.0,northern Mid-Atlantic Ridge
1712274400169,7.9582,-38.0882,10.0,5.1,central Mid-Atlantic Ridge
1712273848670,7.9741,-38.1448,10.0,5.3,central Mid-Atlantic Ridge
1712272703674,8.039,-38.114,10.0,5.0,central Mid-Atlantic Ridge
1712262709325,41.9769,142.4449,63.264,5.0,"34 km SW of Urakawa, Japan"
1712246672601,33.1698,76.816,32.436,5.0,"33 km S of Padam, India"
1712216285187,12.8955,-88.8866,54.6,5.1,"56 km SW of Puerto El Triunfo, El Salvador"
1712200590313,37.7104,141.856,29.0,6.1,"77 km E of Minami-Sōma, Japan"
1712191178283,38.4599,90.8993,10.0,5.1,"194 km ESE of Bingtuan Sanshiliu Tuan, China"
1712189992287,-32.8864,-178.5121,10.0,5.0,south of the Kermadec Islands
1712152316776,-36.9529,-72.9395,35.977,5.2,"8 km ESE of Chiguayante, Chile"
1712134936573,-5.8654,112.3387,10.0,5.1,"111 km N of Paciran, Indonesia"
1712119882460,8.5051,126.6773,67.064,5.1,"40 km ENE of Hinatuan, Philippines"
1712115142685,-10.382,-75.4725,9.277,5.0,"22 km NNW of Oxapampa, Peru"
1712113267487,-31.825,77.4355,10.0,5.0,Mid-Indian Ridge
1712111296568,24.1664,121.818,13.194,5.1,"30 km NE of Hualien City, Taiwan"
1712111007076,24.2305,121.6344,35.749,5.0,"28 km N of Hualien City, Taiwan"
1712110476488,24.1954,121.9338,41.798,5.7,"41 km NE of Hualien City, Taiwan"
1712109725440,0.9959,-85.2876,10.0,5.1,off the coast of Ecuador
1712109237455,23.8817,121.5533,22.545,5.1,"11 km SSW of Hualien City, Taiwan"
1712108978775,23.8897,121.8988,10.0,5.1,"31 km ESE of Hualien City, Taiwan"
1712108387928,23.7873,121.7835,26.363,5.7,"27 km SE of Hualien City, Taiwan"
1712108375045,23.7905,121.7975,16.869,5.3,"28 km SE of Hualien City, Taiwan"
1712107171837,23.873,121.6499,6.723,5.1,"12 km SSE of Hualien City, Taiwan"
1712107061291,23.9694,121.6633,26.865,5.0,"6 km E of Hualien City, Taiwan"
1712106577061,24.174,121.766,10.0,5.2,"27 km NE of Hualien City, Taiwan"
1712106072630,24.077,121.5601,20.884,5.0,"11 km NNW of Hualien City, Taiwan"
1712105446898,23.7725,121.5952,27.179,5.2,"22 km S of Hualien City, Taiwan"
1712105204732,24.1702,121.7273,14.297,5.6,"24 km NNE of Hualien City, Taiwan"
1712105035100,23.9995,121.5898,10.789,5.3,"2 km NNW of Hualien City, Taiwan"
1712104536982,24.1511,121.6993,15.864,5.6,"21 km NNE of Hualien City, Taiwan"
1712104272301,23.9926,121.7893,23.2,5.0,"18 km E of Hualien City, Taiwan"
1712103457240,24.0049,121.7509,38.611,5.2,"15 km ENE of Hualien City, Taiwan"
1712103436083,24.0059,121.8453,35.0,5.1,"24 km E of Hualien City, Taiwan"
1712103085266,24.1021,121.6812,13.931,6.4,"15 km NNE of Hualien City, Taiwan"
1712102971012,24.1741,121.7374,32.25,5.0,"25 km NNE of Hualien City, Taiwan"
1712102701965,15.8214,146.8668,10.0,5.3,"137 km ENE of Saipan, Northern Mariana Islands"
1712102292173,23.8356,121.5976,40.0,7.4,"15 km S of Hualien City, Taiwan"
1712096204681,15.8934,146.8532,10.0,5.2,"139 km ENE of Saipan, Northern Mariana Islands"
1712051648569,15.8146,146.8779,10.0,6.2,"137 km ENE of Saipan, Northern Mariana Islands"
1711999476670,40.1435,141.6984,73.0,5.9,"7 km SW of Kuji, Japan"
1711982716039,8.246,-103.2397,10.0,5.3,northern East Pacific Rise
1711935545248,-6.256,155.0964,163.637,5.1,"43 km W of Panguna, Papua New Guinea"
1711909223373,-22.7357,171.5923,10.0,5.0,southeast of the Loyalty Islands
1711904511297,-62.7208,156.0408,10.0,5.9,Balleny Islands region
1711854104594,-19.847,-176.0058,10.0,5.5,"163 km NNW of Houma, Tonga"
1711848628183,-36.2214,-100.031,10.0,5.1,southeast of Easter Island
1711844715149,39.0066,70.8647,10.0,5.0,"42 km E of Rasht, Tajikistan"
1711839352655,-6.3333,154.7807,77.27,5.1,"77 km W of Panguna, Papua New Guinea"
1711820149670,-19.7019,-175.9239,10.0,5.2,"164 km W of Pangai, Tonga"
1711817065049,-19.7708,-176.0022,10.249,5.3,"171 km NNW of Houma, Tonga"
1711816137456,52.1143,178.3963,109.0,5.8,"Rat Islands, Aleutian Islands, Alaska"
1711792097120,-4.0264,-103.9175,10.0,5.1,central East Pacific Rise
1711735116489,12.7994,-44.8917,10.0,5.2,northern Mid-Atlantic Ridge
1711729177942,12.771,-44.8963,10.0,5.0,northern Mid-Atlantic Ridge
1711723256146,-27.9628,-178.0987,10.0,5.4,Kermadec Islands region
1711706225507,-4.562,149.5876,570.902,5.6,"125 km NNW of Kimbe, Papua New Guinea"
1711696368063,37.3224,21.2557,26.873,5.8,"34 km WNW of Filiatrá, Greece"
1711693773834,-16.8483,168.015,10.0,5.0,"103 km NNW of Port-Vila, Vanuatu"
1711688339642,17.0572,147.2408,41.584,5.0,"258 km NE of Saipan, Northern Mariana Islands"
1711677762608,17.013,147.3137,25.174,5.0,"259 km NE of Saipan, Northern Mariana Islands"
1711623310409,36.247,71.1603,108.477,5.0,"58 km SW of Ashkāsham, Afghanistan"
1711612914946,-9.1955,110.1543,59.247,5.0,"138 km S of Bambanglipuro, Indonesia"
1711598715500,-7.9054,-74.4016,152.869,5.2,"55 km NNE of Pucallpa, Peru"
1711579790490,-24.3685,-179.7362,475.748,5.0,south of the Fiji Islands
1711548973291,-8.7403,-72.7126,10.0,5.0,"23 km NNE of Marechal Thaumaturgo, Brazil"
1711547357821,-20.754,173.8203,10.0,5.3,Vanuatu region
1711509782962,42.3102,-126.7243,10.0,5.6,"189 km WSW of Port Orford, Oregon"
1711502897689,-21.0715,173.7373,10.0,6.4,Vanuatu region
1711475375453,-5.3315,145.8772,69.756,5.1,"15 km SE of Madang, Papua New Guinea"
1711458848949,-1.5815,-15.3842,10.0,5.4,north of Ascension Island
1711445835185,-20.6273,-174.1986,14.482,5.3,"91 km S of Pangai, Tonga"
1711386002616,-59.0543,158.6349,10.0,5.5,Macquarie Island region
1711344137065,16.5556,-46.462,10.0,5.5,northern Mid-Atlantic Ridge
1711334201521,52.4275,163.5655,10.0,5.2,"off the east coast of the Kamchatka Peninsula, Russia"
1711333304441,12.0769,143.9432,10.0,5.2,"153 km SSW of Merizo Village, Guam"
1711309811425,-19.4577,-70.1006,79.08,5.0,"33 km SSE of Cuya, Chile"
1711281237200,-1.7427,133.2473,42.523,5.1,"50 km NW of Bintuni, Indonesia"
1711261344947,8.7566,126.3895,59.621,5.2,"11 km ESE of Marihatag, Philippines"
1711250800249,-4.0667,143.116,35.0,5.2,"37 km ENE of Ambunti, Papua New Guinea"
1711249447847,-9.4207,122.1832,62.174,5.7,"85 km SE of Ende, Indonesia"
1711240254143,-9.7782,154.8212,10.0,5.1,"289 km SW of Gizo, Solomon Islands"
1711234198468,-4.0835,143.1375,35.0,5.1,"38 km ENE of Ambunti, Papua New Guinea"
1711226429906,-4.1113,143.311,35.0,5.0,"55 km ENE of Ambunti, Papua New Guinea"
1711225324348,-4.1292,143.134,41.464,6.9,"36 km ENE of Ambunti, Papua New Guinea"
1711200028536,-4.5597,102.7307,62.692,5.3,"82 km SW of Pagar Alam, Indonesia"
1711097578999,-5.8754,112.3646,9.471,6.4,"110 km N of Paciran, Indonesia"
1711085472251,-5.909,112.3829,10.0,5.2,"107 km N of Paciran, Indonesia"
1711081365531,-5.8155,112.3187,10.0,5.6,"117 km N of Paciran, Indonesia"
1711079224011,39.3279,71.8628,3.161,5.2,"30 km ENE of Karakenja, Tajikistan"
1710989241923,-59.0115,-25.6366,43.89,5.2,South Sandwich Islands region
1710980353120,-2.008,137.4266,12.374,5.1,"175 km ESE of Biak, Indonesia"
1710979682844,35.9739,139.748,45.002,5.2,"1 km S of Kasukabe, Japan"
1710964255757,-31.4035,179.7294,441.673,5.3,Kermadec Islands region
